Location,Year,Series,Series Code,Permits
DOVER,2021,Total Units,1,3
DOVER,2021,Units in Single-Family Structures,2,3
DOVER,2021,Units in All Multi-Family Structures,3,0
DRESDEN TOWN,2021,Total Units,1,0
DRESDEN TOWN,2021,Units in Single-Family Structures,2,0
DRESDEN TOWN,2021,Units in All Multi-Family Structures,3,0
DUNLAP,2021,Total Units,1,11
DUNLAP,2021,Units in Single-Family Structures,2,11
DUNLAP,2021,Units in All Multi-Family Structures,3,0
DYER,2021,Total Units,1,9
DYER,2021,Units in Single-Family Structures,2,9
DYER,2021,Units in All Multi-Family Structures,3,0
DYER COUNTY UNINCORPORATED AREA,2021,Total Units,1,34
DYER COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,34
DYER COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
DYERSBURG,2021,Total Units,1,28
DYERSBURG,2021,Units in Single-Family Structures,2,28
DYERSBURG,2021,Units in All Multi-Family Structures,3,0
EAGLEVILLE,2021,Total Units,1,13
EAGLEVILLE,2021,Units in Single-Family Structures,2,13
EAGLEVILLE,2021,Units in All Multi-Family Structures,3,0
EAST RIDGE,2021,Total Units,1,16
EAST RIDGE,2021,Units in Single-Family Structures,2,0
EAST RIDGE,2021,Units in All Multi-Family Structures,3,16
ELIZABETHTON,2021,Total Units,1,0
ELIZABETHTON,2021,Units in Single-Family Structures,2,0
ELIZABETHTON,2021,Units in All Multi-Family Structures,3,0
ENGLEWOOD TOWN,2021,Total Units,1,5
ENGLEWOOD TOWN,2021,Units in Single-Family Structures,2,5
ENGLEWOOD TOWN,2021,Units in All Multi-Family Structures,3,0
ERIN,2021,Total Units,1,1
ERIN,2021,Units in Single-Family Structures,2,1
ERIN,2021,Units in All Multi-Family Structures,3,0
ERWIN,2021,Total Units,1,0
ERWIN,2021,Units in Single-Family Structures,2,0
ERWIN,2021,Units in All Multi-Family Structures,3,0
ERWIN TOWN,2021,Total Units,1,1
ERWIN TOWN,2021,Units in Single-Family Structures,2,1
ERWIN TOWN,2021,Units in All Multi-Family Structures,3,0
ESTILL SPRINGS TOWN,2021,Total Units,1,9
ESTILL SPRINGS TOWN,2021,Units in Single-Family Structures,2,9
ESTILL SPRINGS TOWN,2021,Units in All Multi-Family Structures,3,0
ETOWAH,2021,Total Units,1,4
ETOWAH,2021,Units in Single-Family Structures,2,4
ETOWAH,2021,Units in All Multi-Family Structures,3,0
FAIRVIEW,2021,Total Units,1,153
FAIRVIEW,2021,Units in Single-Family Structures,2,145
FAIRVIEW,2021,Units in All Multi-Family Structures,3,8
FARRAGUT TOWN,2021,Total Units,1,138
FARRAGUT TOWN,2021,Units in Single-Family Structures,2,138
FARRAGUT TOWN,2021,Units in All Multi-Family Structures,3,0
FAYETTE COUNTY UNINCORPORATED AREA,2021,Total Units,1,135
FAYETTE COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,135
FAYETTE COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
FAYETTEVILLE,2021,Total Units,1,18
FAYETTEVILLE,2021,Units in Single-Family Structures,2,13
FAYETTEVILLE,2021,Units in All Multi-Family Structures,3,5
FOREST HILLS,2021,Total Units,1,11
FOREST HILLS,2021,Units in Single-Family Structures,2,11
FOREST HILLS,2021,Units in All Multi-Family Structures,3,0
FRANKLIN,2021,Total Units,1,1180
FRANKLIN,2021,Units in Single-Family Structures,2,293
FRANKLIN,2021,Units in All Multi-Family Structures,3,887
FRANKLIN COUNTY UNINCORPORATED AREA,2021,Total Units,1,200
FRANKLIN COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,200
FRANKLIN COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
FRIENDSVILLE,2021,Total Units,1,0
FRIENDSVILLE,2021,Units in Single-Family Structures,2,0
FRIENDSVILLE,2021,Units in All Multi-Family Structures,3,0
GADSDEN TOWN,2021,Total Units,1,0
GADSDEN TOWN,2021,Units in Single-Family Structures,2,0
GADSDEN TOWN,2021,Units in All Multi-Family Structures,3,0
GAINESBORO TOWN,2021,Total Units,1,0
GAINESBORO TOWN,2021,Units in Single-Family Structures,2,0
GAINESBORO TOWN,2021,Units in All Multi-Family Structures,3,0
GAINESBORO TOWN #. . . . . . . . .,2021,Total Units,1,0
GAINESBORO TOWN #. . . . . . . . .,2021,Units in Single-Family Structures,2,0
GAINESBORO TOWN #. . . . . . . . .,2021,Units in All Multi-Family Structures,3,0
GALLATIN,2021,Total Units,1,778
GALLATIN,2021,Units in Single-Family Structures,2,763
GALLATIN,2021,Units in All Multi-Family Structures,3,15
GALLAWAY,2021,Total Units,1,3
GALLAWAY,2021,Units in Single-Family Structures,2,3
GALLAWAY,2021,Units in All Multi-Family Structures,3,0
GARLAND TOWN,2021,Total Units,1,0
GARLAND TOWN,2021,Units in Single-Family Structures,2,0
GARLAND TOWN,2021,Units in All Multi-Family Structures,3,0
GATES TOWN,2021,Total Units,1,2
GATES TOWN,2021,Units in Single-Family Structures,2,2
GATES TOWN,2021,Units in All Multi-Family Structures,3,0
GATLINBURG,2021,Total Units,1,65
GATLINBURG,2021,Units in Single-Family Structures,2,65
GATLINBURG,2021,Units in All Multi-Family Structures,3,0
GERMANTOWN,2021,Total Units,1,0
GERMANTOWN,2021,Units in Single-Family Structures,2,0
GERMANTOWN,2021,Units in All Multi-Family Structures,3,0
GIBSON COUNTY UNINCORPORATED AREA,2021,Total Units,1,53
GIBSON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,53
GIBSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
GIBSON TOWN,2021,Total Units,1,5
GIBSON TOWN,2021,Units in Single-Family Structures,2,5
GIBSON TOWN,2021,Units in All Multi-Family Structures,3,0
GILES COUNTY UNINCORPORATED AREA,2021,Total Units,1,127
GILES COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,127
GILES COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
GLEASON TOWN,2021,Total Units,1,3
GLEASON TOWN,2021,Units in Single-Family Structures,2,3
GLEASON TOWN,2021,Units in All Multi-Family Structures,3,0
GOODLETTSVILLE,2021,Total Units,1,119
GOODLETTSVILLE,2021,Units in Single-Family Structures,2,119
GOODLETTSVILLE,2021,Units in All Multi-Family Structures,3,0
GORDONSVILLE TOWN,2021,Total Units,1,4
GORDONSVILLE TOWN,2021,Units in Single-Family Structures,2,4
GORDONSVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
GRAINGER COUNTY UNINCORPORATED AREA,2021,Total Units,1,76
GRAINGER COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,76
GRAINGER COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
GRAND JUNCTION,2021,Total Units,1,0
GRAND JUNCTION,2021,Units in Single-Family Structures,2,0
GRAND JUNCTION,2021,Units in All Multi-Family Structures,3,0
GRAYSVILLE TOWN,2021,Total Units,1,1
GRAYSVILLE TOWN,2021,Units in Single-Family Structures,2,1
GRAYSVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
GREENBACK,2021,Total Units,1,0
GREENBACK,2021,Units in Single-Family Structures,2,0
GREENBACK,2021,Units in All Multi-Family Structures,3,0
GREENBRIER TOWN,2021,Total Units,1,10
GREENBRIER TOWN,2021,Units in Single-Family Structures,2,10
GREENBRIER TOWN,2021,Units in All Multi-Family Structures,3,0
GREENE COUNTY UNINCORPORATED AREA,2021,Total Units,1,188
GREENE COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,188
GREENE COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
GREENEVILLE TOWN,2021,Total Units,1,58
GREENEVILLE TOWN,2021,Units in Single-Family Structures,2,58
GREENEVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
GREENFIELD TOWN,2021,Total Units,1,3
GREENFIELD TOWN,2021,Units in Single-Family Structures,2,3
GREENFIELD TOWN,2021,Units in All Multi-Family Structures,3,0
HALLS TOWN,2021,Total Units,1,1
HALLS TOWN,2021,Units in Single-Family Structures,2,1
HALLS TOWN,2021,Units in All Multi-Family Structures,3,0
HAMBLEN COUNTY UNINCORPORATED AREA,2021,Total Units,1,71
HAMBLEN COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,71
HAMBLEN COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
HAMILTON COUNTY UNINCORPORATED AREA,2021,Total Units,1,1394
HAMILTON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,1029
HAMILTON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,365
HARDEMAN COUNTY UNINCORPORATED AREA,2021,Total Units,1,30
HARDEMAN COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,30
HARDEMAN COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
HARRIMAN,2021,Total Units,1,0
HARRIMAN,2021,Units in Single-Family Structures,2,0
HARRIMAN,2021,Units in All Multi-Family Structures,3,0
HARROGATE TOWN,2021,Total Units,1,11
HARROGATE TOWN,2021,Units in Single-Family Structures,2,7
HARROGATE TOWN,2021,Units in All Multi-Family Structures,3,4
HARTSVILLE TOWN,2021,Total Units,1,0
HARTSVILLE TOWN,2021,Units in Single-Family Structures,2,0
HARTSVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
HAWKINS COUNTY UNINCORPORATED AREA,2021,Total Units,1,149
HAWKINS COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,149
HAWKINS COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
HAYWOOD COUNTY UNINCORPORATED AREA,2021,Total Units,1,25
HAYWOOD COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,25
HAYWOOD COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
HENDERSON,2021,Total Units,1,13
HENDERSON,2021,Units in Single-Family Structures,2,13
HENDERSON,2021,Units in All Multi-Family Structures,3,0
HENDERSONVILLE,2021,Total Units,1,454
HENDERSONVILLE,2021,Units in Single-Family Structures,2,454
HENDERSONVILLE,2021,Units in All Multi-Family Structures,3,0
HENNING TOWN,2021,Total Units,1,3
HENNING TOWN,2021,Units in Single-Family Structures,2,3
HENNING TOWN,2021,Units in All Multi-Family Structures,3,0
HENRY TOWN,2021,Total Units,1,0
HENRY TOWN,2021,Units in Single-Family Structures,2,0
HENRY TOWN,2021,Units in All Multi-Family Structures,3,0
HICKMAN COUNTY UNINCORPORATED AREA,2021,Total Units,1,126
HICKMAN COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,124
HICKMAN COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,2
HOHENWALD,2021,Total Units,1,30
HOHENWALD,2021,Units in Single-Family Structures,2,30
HOHENWALD,2021,Units in All Multi-Family Structures,3,0
HOLLOW ROCK TOWN,2021,Total Units,1,0
HOLLOW ROCK TOWN,2021,Units in Single-Family Structures,2,0
HOLLOW ROCK TOWN,2021,Units in All Multi-Family Structures,3,0
HUMBOLDT,2021,Total Units,1,11
HUMBOLDT,2021,Units in Single-Family Structures,2,11
HUMBOLDT,2021,Units in All Multi-Family Structures,3,0
HUNTINGDON TOWN,2021,Total Units,1,3
HUNTINGDON TOWN,2021,Units in Single-Family Structures,2,3
HUNTINGDON TOWN,2021,Units in All Multi-Family Structures,3,0
HUNTLAND TOWN,2021,Total Units,1,6
HUNTLAND TOWN,2021,Units in Single-Family Structures,2,6
HUNTLAND TOWN,2021,Units in All Multi-Family Structures,3,0
HUNTSVILLE TOWN,2021,Total Units,1,0
HUNTSVILLE TOWN,2021,Units in Single-Family Structures,2,0
HUNTSVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
JACKSBORO TOWN,2021,Total Units,1,4
JACKSBORO TOWN,2021,Units in Single-Family Structures,2,4
JACKSBORO TOWN,2021,Units in All Multi-Family Structures,3,0
JACKSON,2021,Total Units,1,191
JACKSON,2021,Units in Single-Family Structures,2,191
JACKSON,2021,Units in All Multi-Family Structures,3,0
JAMESTOWN,2021,Total Units,1,0
JAMESTOWN,2021,Units in Single-Family Structures,2,0
JAMESTOWN,2021,Units in All Multi-Family Structures,3,0
JASPER TOWN,2021,Total Units,1,23
JASPER TOWN,2021,Units in Single-Family Structures,2,23
JASPER TOWN,2021,Units in All Multi-Family Structures,3,0
JEFFERSON CITY,2021,Total Units,1,18
JEFFERSON CITY,2021,Units in Single-Family Structures,2,18
JEFFERSON CITY,2021,Units in All Multi-Family Structures,3,0
JEFFERSON COUNTY UNINCORPORATED AREA,2021,Total Units,1,278
JEFFERSON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,278
JEFFERSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
JELLICO,2021,Total Units,1,4
JELLICO,2021,Units in Single-Family Structures,2,4
JELLICO,2021,Units in All Multi-Family Structures,3,0
JOHNSON CITY,2021,Total Units,1,247
JOHNSON CITY,2021,Units in Single-Family Structures,2,241
JOHNSON CITY,2021,Units in All Multi-Family Structures,3,6
JOHNSON COUNTY UNINCORPORATED AREA,2021,Total Units,1,0
JOHNSON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,0
JOHNSON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
JONESBOROUGH TOWN,2021,Total Units,1,84
JONESBOROUGH TOWN,2021,Units in Single-Family Structures,2,76
JONESBOROUGH TOWN,2021,Units in All Multi-Family Structures,3,8
KENTON TOWN,2021,Total Units,1,0
KENTON TOWN,2021,Units in Single-Family Structures,2,0
KENTON TOWN,2021,Units in All Multi-Family Structures,3,0
KIMBALL TOWN,2021,Total Units,1,16
KIMBALL TOWN,2021,Units in Single-Family Structures,2,16
KIMBALL TOWN,2021,Units in All Multi-Family Structures,3,0
KINGSPORT,2021,Total Units,1,182
KINGSPORT,2021,Units in Single-Family Structures,2,173
KINGSPORT,2021,Units in All Multi-Family Structures,3,9
KINGSTON,2021,Total Units,1,0
KINGSTON,2021,Units in Single-Family Structures,2,0
KINGSTON,2021,Units in All Multi-Family Structures,3,0
KINGSTON SPRINGS TOWN,2021,Total Units,1,5
KINGSTON SPRINGS TOWN,2021,Units in Single-Family Structures,2,5
KINGSTON SPRINGS TOWN,2021,Units in All Multi-Family Structures,3,0
KNOX COUNTY UNINCORPORATED AREA,2021,Total Units,1,1733
KNOX COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,1733
KNOX COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
KNOXVILLE,2021,Total Units,1,960
KNOXVILLE,2021,Units in Single-Family Structures,2,261
KNOXVILLE,2021,Units in All Multi-Family Structures,3,699
LA FOLLETTE,2021,Total Units,1,0
LA FOLLETTE,2021,Units in Single-Family Structures,2,0
LA FOLLETTE,2021,Units in All Multi-Family Structures,3,0
LA GRANGE TOWN,2021,Total Units,1,0
LA GRANGE TOWN,2021,Units in Single-Family Structures,2,0
LA GRANGE TOWN,2021,Units in All Multi-Family Structures,3,0
LA VERGNE,2021,Total Units,1,103
LA VERGNE,2021,Units in Single-Family Structures,2,103
LA VERGNE,2021,Units in All Multi-Family Structures,3,0
LAFAYETTE,2021,Total Units,1,20
LAFAYETTE,2021,Units in Single-Family Structures,2,8
LAFAYETTE,2021,Units in All Multi-Family Structures,3,12
LAKE CITY TOWN,2021,Total Units,1,0
LAKE CITY TOWN,2021,Units in Single-Family Structures,2,0
LAKE CITY TOWN,2021,Units in All Multi-Family Structures,3,0
LAKE COUNTY UNINCORPORATED AREA,2021,Total Units,1,1
LAKE COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,1
LAKE COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
LAKELAND,2021,Total Units,1,0
LAKELAND,2021,Units in Single-Family Structures,2,0
LAKELAND,2021,Units in All Multi-Family Structures,3,0
LAKESITE,2021,Total Units,1,9
LAKESITE,2021,Units in Single-Family Structures,2,9
LAKESITE,2021,Units in All Multi-Family Structures,3,0
LAKEWOOD,2021,Total Units,1,0
LAKEWOOD,2021,Units in Single-Family Structures,2,0
LAKEWOOD,2021,Units in All Multi-Family Structures,3,0
LAUDERDALE COUNTY UNINCORPORATED AREA,2021,Total Units,1,26
LAUDERDALE COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,26
LAUDERDALE COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
LAWRENCEBURG,2021,Total Units,1,18
LAWRENCEBURG,2021,Units in Single-Family Structures,2,18
LAWRENCEBURG,2021,Units in All Multi-Family Structures,3,0
LEBANON,2021,Total Units,1,1258
LEBANON,2021,Units in Single-Family Structures,2,1258
LEBANON,2021,Units in All Multi-Family Structures,3,0
LENOIR CITY,2021,Total Units,1,484
LENOIR CITY,2021,Units in Single-Family Structures,2,219
LENOIR CITY,2021,Units in All Multi-Family Structures,3,265
LEWISBURG,2021,Total Units,1,0
LEWISBURG,2021,Units in Single-Family Structures,2,0
LEWISBURG,2021,Units in All Multi-Family Structures,3,0
LEXINGTON,2021,Total Units,1,20
LEXINGTON,2021,Units in Single-Family Structures,2,20
LEXINGTON,2021,Units in All Multi-Family Structures,3,0
LIBERTY TOWN,2021,Total Units,1,1
LIBERTY TOWN,2021,Units in Single-Family Structures,2,1
LIBERTY TOWN,2021,Units in All Multi-Family Structures,3,0
LINCOLN COUNTY UNINCORPORATED AREA,2021,Total Units,1,149
LINCOLN COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,143
LINCOLN COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,6
LINDEN TOWN,2021,Total Units,1,11
LINDEN TOWN,2021,Units in Single-Family Structures,2,11
LINDEN TOWN,2021,Units in All Multi-Family Structures,3,0
LIVINGSTON TOWN,2021,Total Units,1,8
LIVINGSTON TOWN,2021,Units in Single-Family Structures,2,8
LIVINGSTON TOWN,2021,Units in All Multi-Family Structures,3,0
LOOKOUT MOUNTAIN TOWN,2021,Total Units,1,2
LOOKOUT MOUNTAIN TOWN,2021,Units in Single-Family Structures,2,2
LOOKOUT MOUNTAIN TOWN,2021,Units in All Multi-Family Structures,3,0
LOUDON COUNTY UNINCORPORATED AREA,2021,Total Units,1,551
LOUDON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,541
LOUDON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,10
LOUDON TOWN,2021,Total Units,1,82
LOUDON TOWN,2021,Units in Single-Family Structures,2,82
LOUDON TOWN,2021,Units in All Multi-Family Structures,3,0
LYNCHBURG-MOORE COUNTY,2021,Total Units,1,30
LYNCHBURG-MOORE COUNTY,2021,Units in Single-Family Structures,2,30
LYNCHBURG-MOORE COUNTY,2021,Units in All Multi-Family Structures,3,0
LYNNVILLE TOWN,2021,Total Units,1,5
LYNNVILLE TOWN,2021,Units in Single-Family Structures,2,5
LYNNVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
MACON COUNTY UNINCORPORATED AREA,2021,Total Units,1,90
MACON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,27
MACON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,63
MADISON COUNTY UNINCORPORATED AREA,2021,Total Units,1,103
MADISON COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,103
MADISON COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
MADISONVILLE TOWN,2021,Total Units,1,19
MADISONVILLE TOWN,2021,Units in Single-Family Structures,2,19
MADISONVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
MANCHESTER,2021,Total Units,1,145
MANCHESTER,2021,Units in Single-Family Structures,2,57
MANCHESTER,2021,Units in All Multi-Family Structures,3,88
MARION COUNTY UNINCORPORATED AREA,2021,Total Units,1,199
MARION COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,199
MARION COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
MARSHALL COUNTY UNINCORPORATED AREA,2021,Total Units,1,236
MARSHALL COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,236
MARSHALL COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
MARTIN,2021,Total Units,1,27
MARTIN,2021,Units in Single-Family Structures,2,27
MARTIN,2021,Units in All Multi-Family Structures,3,0
MARYVILLE,2021,Total Units,1,143
MARYVILLE,2021,Units in Single-Family Structures,2,143
MARYVILLE,2021,Units in All Multi-Family Structures,3,0
MASON TOWN,2021,Total Units,1,2
MASON TOWN,2021,Units in Single-Family Structures,2,2
MASON TOWN,2021,Units in All Multi-Family Structures,3,0
MAURY COUNTY UNINCORPORATED AREA,2021,Total Units,1,245
MAURY COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,245
MAURY COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
MAYNARDVILLE,2021,Total Units,1,16
MAYNARDVILLE,2021,Units in Single-Family Structures,2,16
MAYNARDVILLE,2021,Units in All Multi-Family Structures,3,0
MC KENZIE,2021,Total Units,1,0
MC KENZIE,2021,Units in Single-Family Structures,2,0
MC KENZIE,2021,Units in All Multi-Family Structures,3,0
MC MINNVILLE,2021,Total Units,1,0
MC MINNVILLE,2021,Units in Single-Family Structures,2,0
MC MINNVILLE,2021,Units in All Multi-Family Structures,3,0
MCEWEN,2021,Total Units,1,11
MCEWEN,2021,Units in Single-Family Structures,2,11
MCEWEN,2021,Units in All Multi-Family Structures,3,0
MCKENZIE,2021,Total Units,1,8
MCKENZIE,2021,Units in Single-Family Structures,2,8
MCKENZIE,2021,Units in All Multi-Family Structures,3,0
MCMINNVILLE,2021,Total Units,1,12
MCMINNVILLE,2021,Units in Single-Family Structures,2,12
MCMINNVILLE,2021,Units in All Multi-Family Structures,3,0
MEDINA,2021,Total Units,1,53
MEDINA,2021,Units in Single-Family Structures,2,53
MEDINA,2021,Units in All Multi-Family Structures,3,0
MEIGS COUNTY UNINCORPORATED AREA,2021,Total Units,1,127
MEIGS COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,127
MEIGS COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
MEMPHIS,2021,Total Units,1,0
MEMPHIS,2021,Units in Single-Family Structures,2,0
MEMPHIS,2021,Units in All Multi-Family Structures,3,0
MIDDLETON TOWN,2021,Total Units,1,11
MIDDLETON TOWN,2021,Units in Single-Family Structures,2,11
MIDDLETON TOWN,2021,Units in All Multi-Family Structures,3,0
MILAN,2021,Total Units,1,60
MILAN,2021,Units in Single-Family Structures,2,60
MILAN,2021,Units in All Multi-Family Structures,3,0
MILLERSVILLE,2021,Total Units,1,6
MILLERSVILLE,2021,Units in Single-Family Structures,2,6
MILLERSVILLE,2021,Units in All Multi-Family Structures,3,0
MILLINGTON,2021,Total Units,1,0
MILLINGTON,2021,Units in Single-Family Structures,2,0
MILLINGTON,2021,Units in All Multi-Family Structures,3,0
MITCHELLVILLE TOWN,2021,Total Units,1,0
MITCHELLVILLE TOWN,2021,Units in Single-Family Structures,2,0
MITCHELLVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
MONROE COUNTY UNINCORPORATED AREA,2021,Total Units,1,164
MONROE COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,164
MONROE COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,0
MONTEAGLE TOWN,2021,Total Units,1,5
MONTEAGLE TOWN,2021,Units in Single-Family Structures,2,5
MONTEAGLE TOWN,2021,Units in All Multi-Family Structures,3,0
MONTEREY TOWN,2021,Total Units,1,0
MONTEREY TOWN,2021,Units in Single-Family Structures,2,0
MONTEREY TOWN,2021,Units in All Multi-Family Structures,3,0
MONTGOMERY COUNTY UNINCORPORATED AREA,2021,Total Units,1,743
MONTGOMERY COUNTY UNINCORPORATED AREA,2021,Units in Single-Family Structures,2,667
MONTGOMERY COUNTY UNINCORPORATED AREA,2021,Units in All Multi-Family Structures,3,76
MORRISON TOWN,2021,Total Units,1,0
MORRISON TOWN,2021,Units in Single-Family Structures,2,0
MORRISON TOWN,2021,Units in All Multi-Family Structures,3,0
MORRISTOWN,2021,Total Units,1,510
MORRISTOWN,2021,Units in Single-Family Structures,2,438
MORRISTOWN,2021,Units in All Multi-Family Structures,3,72
MOSCOW TOWN,2021,Total Units,1,2
MOSCOW TOWN,2021,Units in Single-Family Structures,2,2
MOSCOW TOWN,2021,Units in All Multi-Family Structures,3,0
MOSHEIM TOWN,2021,Total Units,1,1
MOSHEIM TOWN,2021,Units in Single-Family Structures,2,1
MOSHEIM TOWN,2021,Units in All Multi-Family Structures,3,0
MOUNT CARMEL TOWN,2021,Total Units,1,8
MOUNT CARMEL TOWN,2021,Units in Single-Family Structures,2,8
MOUNT CARMEL TOWN,2021,Units in All Multi-Family Structures,3,0
MOUNT JULIET,2021,Total Units,1,609
MOUNT JULIET,2021,Units in Single-Family Structures,2,609
MOUNT JULIET,2021,Units in All Multi-Family Structures,3,0
MOUNT PLEASANT,2021,Total Units,1,14
MOUNT PLEASANT,2021,Units in Single-Family Structures,2,10
MOUNT PLEASANT,2021,Units in All Multi-Family Structures,3,4
MOUNTAIN CITY TOWN,2021,Total Units,1,1
MOUNTAIN CITY TOWN,2021,Units in Single-Family Structures,2,1
MOUNTAIN CITY TOWN,2021,Units in All Multi-Family Structures,3,0
MT JULIET,2021,Total Units,1,0
MT JULIET,2021,Units in Single-Family Structures,2,0
MT JULIET,2021,Units in All Multi-Family Structures,3,0
MUNFORD TOWN,2021,Total Units,1,90
MUNFORD TOWN,2021,Units in Single-Family Structures,2,90
MUNFORD TOWN,2021,Units in All Multi-Family Structures,3,0
MURFREESBORO,2021,Total Units,1,2376
MURFREESBORO,2021,Units in Single-Family Structures,2,2064
MURFREESBORO,2021,Units in All Multi-Family Structures,3,312
NASHVILLE-DAVIDSON,2021,Total Units,1,16137
NASHVILLE-DAVIDSON,2021,Units in Single-Family Structures,2,3932
NASHVILLE-DAVIDSON,2021,Units in All Multi-Family Structures,3,12205
NEW HOPE,2021,Total Units,1,0
NEW HOPE,2021,Units in Single-Family Structures,2,0
NEW HOPE,2021,Units in All Multi-Family Structures,3,0
NEW JOHNSONVILLE,2021,Total Units,1,0
NEW JOHNSONVILLE,2021,Units in Single-Family Structures,2,0
NEW JOHNSONVILLE,2021,Units in All Multi-Family Structures,3,0
NEW MARKET TOWN,2021,Total Units,1,5
NEW MARKET TOWN,2021,Units in Single-Family Structures,2,5
NEW MARKET TOWN,2021,Units in All Multi-Family Structures,3,0
NEW TAZEWELL TOWN,2021,Total Units,1,3
NEW TAZEWELL TOWN,2021,Units in Single-Family Structures,2,3
NEW TAZEWELL TOWN,2021,Units in All Multi-Family Structures,3,0
NEWBERN TOWN,2021,Total Units,1,0
NEWBERN TOWN,2021,Units in Single-Family Structures,2,0
NEWBERN TOWN,2021,Units in All Multi-Family Structures,3,0
NEWPORT,2021,Total Units,1,0
NEWPORT,2021,Units in Single-Family Structures,2,0
NEWPORT,2021,Units in All Multi-Family Structures,3,0
NIOTA,2021,Total Units,1,4
NIOTA,2021,Units in Single-Family Structures,2,4
NIOTA,2021,Units in All Multi-Family Structures,3,0
NOLENSVILLE TOWN,2021,Total Units,1,521
NOLENSVILLE TOWN,2021,Units in Single-Family Structures,2,521
NOLENSVILLE TOWN,2021,Units in All Multi-Family Structures,3,0
NORMANDY TOWN,2021,Total Units,1,0
